,participant_1,participant_2,participant_3,participant_4,participant_5,participant_6,participant_7,participant_8,participant_9,participant_10,participant_11
2017-03-10 03:30:00,0.176508333333,0.138772333333,2.07096233333,0.189858333333,0.417164333333,0.170278333333,0.158886333333,0.182382333333,0.034375,0.0418462,0.0981915
2017-03-10 04:00:00,0.159598333333,0.143400333333,2.46968233333,0.185586333333,0.417342333333,0.183628333333,0.162268333333,0.184340333333,0.034375,0.096635,0.0944559
2017-03-10 04:30:00,0.207302333333,0.144290333333,2.78723433333,0.195020333333,0.421080333333,0.173838333333,0.161378333333,0.181670333333,0.034375,0.0511852,0.1000593
2017-03-10 05:00:00,0.155682333333,0.138594333333,2.62347433333,0.194130333333,0.420546333333,0.185942333333,0.162624333333,0.189858333333,0.034375,0.0434027,0.1037949
2017-03-10 05:30:00,0.156572333333,0.142510333333,3.10763433333,0.192528333333,0.419478333333,0.229018333333,0.159242333333,0.239520333333,0.2090143,0.1221616,0.1041062
2017-03-10 06:00:00,0.158352333333,0.161022333333,2.98588233333,0.177211333653,0.420368333333,0.245408379669,0.158886333333,0.214443622133,0.174565941616,0.1392831,0.087296
2017-03-10 06:30:00,0.153927506017,0.151257506017,2.92574350602,0.116311655733,0.419325506017,0.251292764682,0.140358333333,0.107972424333,0.0284965372,0.036775,0.039175
2017-03-10 07:00:00,0.351752936818,0.146458333333,3.44752893682,0.0579581707333,0.400524936818,0.159155163853,0.136458333333,0.0236139305833,0.0172865197,0.036775,0.039875
2017-03-10 07:30:00,1.07312950382,0.169558333333,3.36808350382,-0.00685086586667,0.419335503819,0.115000789173,0.136458333333,-0.123453319667,0.0033700924,0.036775,0.040275
2017-03-10 08:00:00,2.02010507042,0.153358333333,4.59588507042,-0.205066158067,0.495575070421,0.0265428536133,0.138158333333,-0.268252186417,-0.0097970567,0.036775,0.052775
2017-03-10 08:30:00,2.27218480708,0.143758333333,4.70934480708,-0.331334224267,0.48317480708,-0.0363605071467,0.137658333333,-0.390853025667,-0.0193626028,0.036775,0.056075
2017-03-10 09:00:00,2.6125350701,0.139558333333,6.2688550701,-0.442505494267,0.439855070104,-0.115564153147,0.136458333333,-0.530272638167,0.0888407122,0.100575,0.092475
2017-03-10 09:30:00,1.94769444436,0.139058333333,5.43117444436,-0.539883415867,0.396484444357,-0.164396200827,0.136458333333,-0.632528132167,0.0788855674,0.101475,0.103475
2017-03-10 10:00:00,2.06270460038,0.141558333333,5.11988460038,-0.602878165067,0.399558333333,-0.175390134987,0.136458333333,-0.709628347667,0.0699746348,0.100975,0.098475
2017-03-10 10:30:00,1.42757631419,0.138558333333,5.51860631419,-0.622609817867,0.417796314193,-0.223720460427,0.136758333333,-0.738113749667,0.0672671364,0.101175,0.095275
2017-03-10 11:00:00,2.06200948432,0.139758333333,5.46950948432,-0.594812996867,0.399258333333,-0.230857654627,0.136458333333,-0.741713265917,0.0664744619,0.100775,0.106075
2017-03-10 11:30:00,2.10093736557,0.141558333333,5.41505736557,-0.580514666067,0.434307365574,-0.213018604787,0.136458333333,-0.726590031417,0.0682242693,0.100775,0.101175
2017-03-10 12:00:00,2.17019290267,0.137958333333,5.09832290267,-0.581937862867,0.505302902669,-0.178719501427,0.136458333333,-0.691287643417,0.0715754389,0.100475,0.112575
2017-03-10 12:30:00,2.37584232663,0.144258333333,5.18072232663,-0.541356272467,0.575522326628,-0.147279211507,0.146258333333,-0.667614807417,0.0737579301,0.108175,0.107575
2017-03-10 13:00:00,2.51133464095,0.142958333333,4.89861464095,-0.534417508667,0.580514640947,-0.182724838267,0.210758333333,-0.669371884167,0.073466249,0.109975,0.105875
2017-03-10 13:30:00,1.83078422632,0.143658333333,2.89102422632,-0.486992265867,0.616844226323,-0.132228930827,0.187058333333,-0.619210569667,0.0803383924,0.106475,0.105675
2017-03-10 14:00:00,1.72999997172,0.138458333333,3.20899997172,-0.447704468867,0.580149971718,-0.101052800227,0.179658333333,-0.576704245917,-0.0174245541,0.052175,0.052575
2017-03-10 14:30:00,2.48458994107,0.142958333333,3.10489994107,-0.443246792467,0.586249941069,-0.0554415075067,0.200258333333,-0.531902857417,-0.0385371299,0.036775,0.041275
2017-03-10 15:00:00,2.34179328067,0.138558333333,2.78636328067,-0.414166333267,0.586133280672,-0.0973680153467,0.211658333333,-0.476394679417,-0.0324816923,0.036775,0.040375
2017-03-10 15:30:00,2.39984850497,0.140658333333,2.41289850497,-0.333086235667,0.638968504968,-0.0452608828667,0.238758333333,-0.395925345417,-0.0237032195,0.036775,0.039275
2017-03-10 16:00:00,0.269258333333,0.141058333333,2.2326601117,-0.234359702667,0.716250111702,-2.57794666667e-05,0.263258333333,-0.257047281667,-0.009000158,0.036775,0.041375
2017-03-10 16:30:00,0.175958333333,0.138058333333,2.3007019572,-0.120268532067,0.761091957203,0.0197953484133,0.214758333333,-0.110518158917,0.0039757463,0.036775,0.039275
2017-03-10 17:00:00,0.147258333333,0.142258333333,2.44185492207,-0.0142747134667,0.59281492207,0.0735949066933,0.136658333333,-0.0277304661667,0.0164634946,0.036775,0.043375
2017-03-10 17:30:00,0.359654879781,0.147358333333,3.09145487978,0.0736999621333,0.590494879781,0.119408183573,0.145758333333,0.0637408253333,0.0262567264,0.036775,0.043075
2017-03-10 18:00:00,0.178318045527,0.177448045527,3.11456804553,0.123893045733,0.336078045527,0.179981501535,0.209058045527,0.187012980677,0.0323020822,0.0384094746655,0.0549083746655
2017-03-10 18:30:00,0.195894845936,0.166024845936,2.51444484594,0.154670723596,0.256504845936,0.200099268604,0.206914845936,0.322767793461,0.0343040137,0.0418312005948,0.0586414005948
2017-03-10 19:00:00,0.201708333333,0.179958333333,2.40193833333,0.152988333333,0.256518333333,0.241438333333,0.186628333333,0.337138333333,0.034375,0.0418462,0.04994
2017-03-10 19:30:00,0.200258333333,0.165748333333,2.29173833333,0.154148333333,0.259998333333,0.251878333333,0.173578333333,0.359178333333,0.034375,0.0418462,0.0527417
2017-03-10 20:00:00,0.202578333333,0.200258333333,2.41005833333,0.155308333333,0.265798333333,0.216208333333,0.172708333333,0.544198333333,0.034375,0.0418462,0.0536756
2017-03-10 20:30:00,0.416308333333,0.205188333333,2.53185833333,0.152698333333,0.264928333333,0.195908333333,0.177348333333,0.467638333333,0.0346863,0.0418462,0.0496287
2017-03-10 21:00:00,0.202578333333,0.189528333333,2.55737833333,0.157048333333,0.257098333333,0.218528333333,0.176478333333,0.527958333333,0.034375,0.0418462,0.0639485
2017-03-10 21:30:00,0.200258333333,0.208958333333,2.56317833333,0.150378333333,0.256228333333,0.211278333333,0.182278333333,0.317418333333,0.034375,0.0418462,0.0605242
2017-03-10 22:00:00,0.198808333333,0.159368333333,2.51793833333,0.162558333333,0.256518333333,0.216208333333,0.177058333333,0.311908333333,0.034375,0.0418462,0.0583451
2017-03-10 22:30:00,0.202578333333,0.143708333333,2.36945833333,0.164298333333,0.267538333333,0.197938333333,0.175318333333,0.422688333333,0.034375,0.0418462,0.0589677
2017-03-10 23:00:00,0.177398333333,0.147316333333,1.47715433333,0.152478333333,0.213710333333,0.186298333333,0.160310333333,0.170990333333,0.034375,0.0418462,0.0496287
2017-03-10 23:30:00,0.307872333333,0.142688333333,1.79399433333,0.149452333333,0.210684333333,0.175618333333,0.157640333333,0.164760333333,0.034375,0.0418462,0.0542982
2017-03-11 00:00:00,0.223144333333,0.143044333333,1.79185833333,0.147672333333,0.212464333333,0.180958333333,0.162090333333,0.162624333333,0.034375,0.0418462,0.0511852
2017-03-11 00:30:00,0.174728333333,0.146604333333,1.43941833333,0.147138333333,0.209438333333,0.177932333333,0.159776333333,0.164048333333,0.034375,0.0418462,0.0502513
2017-03-11 01:00:00,0.177398333333,0.139840333333,1.49495433333,0.149452333333,0.209438333333,0.180602333333,0.161378333333,0.159776333333,0.034375,0.0421575,0.0614581
2017-03-11 01:30:00,0.177042333333,0.148562333333,1.34187433333,0.145358333333,0.209082333333,0.186298333333,0.162090333333,0.275298333333,0.0346863,0.0415349,0.0589677
2017-03-11 02:00:00,0.177042333333,0.151054333333,1.30271433333,0.150698333333,0.208904333333,0.222788333333,0.159776333333,0.162624333333,0.034375,0.0922768,0.0651937
2017-03-11 02:30:00,0.305202333333,0.146604333333,1.52699433333,0.145002333333,0.208548333333,0.180958333333,0.161378333333,0.166718333333,0.034375,0.0567886,0.0496287
