,grid_import_revenue_fixed,grid_import_revenue_variable,local_solar_import_revenue,central_battery_import_revenue,total_revenue
2017-02-26 04:00:00,1.155825,0.551200998,0.0,0.0,1.707025998
2017-02-26 04:30:00,0.14604375,0.528064623,0.0,0.0,0.674108373
2017-02-26 05:00:00,0.14604375,0.50406449,0.0,0.0,0.65010824
2017-02-26 05:30:00,0.14604375,0.545709965,0.0,0.0,0.691753715
2017-02-26 06:00:00,0.14604375,0.514199793056,0.0008227212,0.0,0.661066264256
2017-02-26 06:30:00,0.14604375,0.362686052486,0.03449829476,0.0,0.543228097246
2017-02-26 07:00:00,0.14604375,0.17626839045,0.08660664564,0.0,0.40891878609
2017-02-26 07:30:00,0.14604375,0.0,0.14538663096,0.0,0.29143038096
2017-02-26 08:00:00,0.14604375,0.0,0.19766933808,0.0,0.34371308808
2017-02-26 08:30:00,0.14604375,0.0,0.17444484096,0.0,0.32048859096
2017-02-26 09:00:00,0.14604375,0.0,0.19065450624,0.0,0.33669825624
2017-02-26 09:30:00,0.14604375,0.0,0.1398563904,0.0,0.2859001404
2017-02-26 10:00:00,0.14604375,0.0,0.16704180696,0.0,0.31308555696
2017-02-26 10:30:00,0.14604375,0.0,0.15772382352,0.0,0.30376757352
2017-02-26 11:00:00,0.14604375,0.0,0.211533858,0.0,0.357577608
2017-02-26 11:30:00,0.14604375,0.0,0.21291299256,0.0,0.35895674256
2017-02-26 12:00:00,0.14604375,0.0,0.23721150792,0.0,0.38325525792
2017-02-26 12:30:00,0.14604375,0.0,0.21157589904,0.0,0.35761964904
2017-02-26 13:00:00,0.14604375,0.0,0.17735894592,0.0,0.32340269592
2017-02-26 13:30:00,0.14604375,0.0,0.15180383376,0.0,0.29784758376
2017-02-26 14:00:00,0.14604375,0.0,0.15786892488,0.0,0.30391267488
2017-02-26 14:30:00,0.14604375,0.0,0.15689275944,0.0,0.30293650944
2017-02-26 15:00:00,0.14604375,0.0,0.18885581952,0.0,0.33489956952
2017-02-26 15:30:00,0.14604375,0.0,0.16994864112,0.0,0.31599239112
2017-02-26 16:00:00,0.14604375,0.0,0.18763442856,0.0,0.33367817856
2017-02-26 16:30:00,0.14604375,0.100255014847,0.14526422646,0.0,0.391562991307
2017-02-26 17:00:00,0.14604375,0.206438162,0.10790794932,0.00450781348,0.4648976748
2017-02-26 17:30:00,0.14604375,0.2167724095,0.0663379146,0.0251086194,0.4542626935
2017-02-26 18:00:00,0.14604375,0.366548405406,0.0186423063,0.01763746696,0.548871928666
2017-02-26 18:30:00,0.14604375,0.603086311257,0.00031117824,0.0,0.749441239497
2017-02-26 19:00:00,0.14604375,0.518624982,0.0,0.0,0.664668732
2017-02-26 19:30:00,0.14604375,0.532260019,0.0,0.0,0.678303769
2017-02-26 20:00:00,0.14604375,0.626656429,0.0,0.0,0.772700179
2017-02-26 20:30:00,0.14604375,0.598645991,0.0,0.0,0.744689741
2017-02-26 21:00:00,0.14604375,0.470871504,0.0,0.0,0.616915254
2017-02-26 21:30:00,0.14604375,0.548856512,0.0,0.0,0.694900262
2017-02-26 22:00:00,0.14604375,0.498773664,0.0,0.0,0.644817414
2017-02-26 22:30:00,0.14604375,0.478892114,0.0,0.0,0.624935864
2017-02-26 23:00:00,0.14604375,0.56452755,0.0,0.0,0.7105713
2017-02-26 23:30:00,0.14604375,0.58735544,0.0,0.0,0.73339919
2017-02-27 00:00:00,0.14604375,0.560517245,0.0,0.0,0.706560995
2017-02-27 00:30:00,0.14604375,0.553483787,0.0,0.0,0.699527537
2017-02-27 01:00:00,0.14604375,0.594882474,0.0,0.0,0.740926224
2017-02-27 01:30:00,0.14604375,0.493884485,0.0,0.0,0.639928235
2017-02-27 02:00:00,0.14604375,0.425415931,0.0,0.0,0.571459681
2017-02-27 02:30:00,0.14604375,0.508013098,0.0,0.0,0.654056848
2017-02-27 03:00:00,0.14604375,0.480249448,0.0,0.0,0.626293198
2017-02-27 03:30:00,0.14604375,0.438727367,0.0,0.0,0.584771117
2017-02-27 04:00:00,0.14604375,0.491971878,0.0,0.0,0.638015628
