participant_id,participant_type,retail_tariff_type,network_tariff_type,retailer,solar_path,load_path,solar_capacity
 participant_sgsc_10042922,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_10042974,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_10043088,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_10043128,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_10043138,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_10084450,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_10172966,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_8679084,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_8679124,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_8679328,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_8679642,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_8679864,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_8680570,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_8680576,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_8680584,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_8680802,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_8682000,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_8684180,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_8684202,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_8685762,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_8687792,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_8688154,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_8688228,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_8688242,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_8688258,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_8688260,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_8688266,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_8688274,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_8695100,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_8740960,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_8740990,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_8909940,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_8921992,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_8990492,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_9047044,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_9048354,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_9048366,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_9048474,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_9095456,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_9120725,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_9822618,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_9826894,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_9911200,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
 participant_sgsc_9985450,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_6.csv,0
