participant_id,participant_type,retail_tariff_type,network_tariff_type,retailer,solar_path,load_path,solar_capacity
 participant_sgsc_8631495,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8632083,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8632301,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8634583,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8638801,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8638987,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8640951,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8642115,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8643837,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8648669,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8652003,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8652051,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8657817,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8657911,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8657925,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8661616,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8662400,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8663348,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8669716,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8669750,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8669844,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8670942,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8671730,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8671966,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8675120,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8675198,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8676174,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8676918,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8679032,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
