participant_id,participant_type,retail_tariff_type,network_tariff_type,retailer,solar_path,load_path,solar_capacity
 participant_sgsc_8578217,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8579351,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8579367,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_10883472,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8609339,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8610765,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8617007,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8627053,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8627071,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8633787,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8648439,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8651933,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8651957,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8651965,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8656055,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8587796,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8587802,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8594556,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8595364,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8597868,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8604422,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8610377,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8610379,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8610527,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8615325,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8617467,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8618981,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8620599,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8627079,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8630609,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
 participant_sgsc_8630623,solar,Business TOU,LV TOU <100MWh,ENOVA,emily_a300_solar_data.csv,EN_5.csv,0
